Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
578126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,79.0,2010-04-09 05:38:25.990783,6.88,16097.0,United Kingdom,543.52
547349,84029E,RED WOOLLY HOTTIE WHITE HEART,68.0,2010-03-27 11:59:30.350034,12.22,14563.0,United Kingdom,830.96
576183,22752,SET 7 BABUSHKA NESTING BOXES,94.0,2011-10-05 02:13:59.376409,4.76,14293.0,United Kingdom,447.44
586029,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10.0,2011-04-10 19:27:47.104618,5.63,13625.0,United Kingdom,56.3
502126,22752,SET 7 BABUSHKA NESTING BOXES,87.0,2011-04-12 07:55:57.152662,11.86,17809.0,Germany,1031.82
520339,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24.0,2010-03-03 02:44:37.674281,20.61,12571.0,United Kingdom,494.64
505083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,58.0,2010-04-25 05:26:17.448769,9.19,16531.0,United Kingdom,533.02
516248,22633,HAND WARMER UNION JACK,69.0,2011-09-08 11:08:57.582115,9.82,14400.0,United Kingdom,677.58
531545,71053,WHITE METAL LANTERN,64.0,2010-09-06 21:19:36.468281,7.87,13711.0,United Kingdom,503.68
540446,22752,SET 7 BABUSHKA NESTING BOXES,8.0,2011-02-14 05:43:22.490440,10.39,17829.0,United Kingdom,83.12
511378,22752,SET 7 BABUSHKA NESTING BOXES,40.0,2010-12-05 14:45:41.209922,1.1,13949.0,United Kingdom,44.0
527199,22633,HAND WARMER UNION JACK,13.0,2010-05-05 20:43:27.785076,15.8,14517.0,United Kingdom,205.4
527921,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27.0,2010-10-01 06:34:29.144033,22.25,17530.0,United Kingdom,600.75
513617,84406B,CREAM CUPID HEARTS COAT HANGER,82.0,2011-06-29 14:58:40.580449,10.72,17202.0,United Kingdom,879.0400000000001
525178,22752,SET 7 BABUSHKA NESTING BOXES,88.0,2011-07-03 19:42:11.189332,16.45,16169.0,United Kingdom,1447.6
551983,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2010-06-24 03:22:36.485929,14.85,17430.0,United Kingdom,29.7
562188,84029E,RED WOOLLY HOTTIE WHITE HEART,60.0,2011-05-17 20:37:23.514070,1.91,16930.0,United Kingdom,114.6
511575,22632,HAND WARMER RED POLKA DOT,70.0,2010-10-25 22:46:09.447985,19.24,14675.0,Germany,1346.8
569645,22752,SET 7 BABUSHKA NESTING BOXES,99.0,2010-06-15 09:14:35.732914,13.55,15394.0,United Kingdom,1341.45
544869,84029E,RED WOOLLY HOTTIE WHITE HEART,45.0,2011-03-30 17:45:25.326012,7.61,12773.0,United Kingdom,342.45
526981,20719,WOODLAND CHARLOTTE BAG 16PE,38.0,2011-07-17 10:11:29.714677,20.21,15056.0,France,767.98
545530,22633,HAND WARMER UNION JACK,64.0,2010-05-27 18:55:35.621139,8.08,14313.0,United Kingdom,517.12
599402,22632,HAND WARMER RED POLKA DOT,6.0,2010-11-06 21:18:54.111187,3.47,14597.0,United Kingdom,20.82
552976,84406B,CREAM CUPID HEARTS COAT HANGER,49.0,2010-02-28 05:16:41.392293,23.66,16172.0,United Kingdom,1159.34
543512,22632,HAND WARMER RED POLKA DOT,21.0,2010-04-14 17:37:30.926561,10.65,17168.0,United Kingdom,223.65
519266,84406B,CREAM CUPID HEARTS COAT HANGER,99.0,2011-01-12 12:45:40.503970,13.13,15061.0,Germany,1299.8700000000001
562336,22633,HAND WARMER UNION JACK,23.0,2011-07-17 08:27:17.807628,11.56,15325.0,United Kingdom,265.88
538991,20719,WOODLAND CHARLOTTE BAG 16PE,76.0,2010-06-05 00:54:13.024806,11.71,13403.0,United Kingdom,889.96
502010,22632,HAND WARMER RED POLKA DOT,57.0,2010-10-27 16:26:55.217178,5.75,15320.0,United Kingdom,327.75
590033,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29.0,2011-05-15 02:37:51.046181,12.67,12869.0,United Kingdom,367.43
551003,20719,WOODLAND CHARLOTTE BAG 16PE,27.0,2009-12-04 02:40:32.003137,18.75,13083.0,United Kingdom,506.25
570914,22632,HAND WARMER RED POLKA DOT,6.0,2010-03-16 08:32:56.664378,3.93,17476.0,United Kingdom,23.580000000000002
547729,84406B,CREAM CUPID HEARTS COAT HANGER,21.0,2011-05-28 03:13:34.315128,14.5,12973.0,United Kingdom,304.5
504943,84406B,CREAM CUPID HEARTS COAT HANGER,71.0,2011-06-13 15:10:49.122462,16.72,13225.0,United Kingdom,1187.12
510350,71053,WHITE METAL LANTERN,41.0,2011-11-28 22:36:24.920090,9.88,13802.0,United Kingdom,405.08000000000004
546901,20719,WOODLAND CHARLOTTE BAG 16PE,80.0,2010-12-21 00:39:57.411510,13.95,17886.0,United Kingdom,1116.0
598303,84406B,CREAM CUPID HEARTS COAT HANGER,5.0,2011-03-13 15:54:35.262280,17.91,17654.0,United Kingdom,89.55
564271,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21.0,2011-08-25 20:39:39.056770,8.67,13188.0,United Kingdom,182.07
556540,22633,HAND WARMER UNION JACK,58.0,2010-12-22 21:49:06.994803,20.71,17147.0,United Kingdom,1201.18
586761,84029E,RED WOOLLY HOTTIE WHITE HEART,4.0,2011-05-05 06:26:51.687420,24.73,15443.0,United Kingdom,98.92
560730,71053,WHITE METAL LANTERN,69.0,2010-01-19 03:10:44.886753,5.81,15934.0,United Kingdom,400.89
525994,84406B,CREAM CUPID HEARTS COAT HANGER,7.0,2010-07-10 18:48:15.107363,22.29,16409.0,United Kingdom,156.03
513791,71053,WHITE METAL LANTERN,36.0,2011-07-16 04:40:07.294832,11.47,17403.0,United Kingdom,412.92
513335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15.0,2011-05-31 23:16:05.388763,22.38,13321.0,United Kingdom,335.7
505791,84406B,CREAM CUPID HEARTS COAT HANGER,2.0,2011-08-28 09:26:35.803510,7.18,17468.0,United Kingdom,14.36
524816,22632,HAND WARMER RED POLKA DOT,5.0,2010-07-02 04:08:38.168447,21.37,17326.0,United Kingdom,106.85000000000001
513663,20719,WOODLAND CHARLOTTE BAG 16PE,71.0,2010-12-27 18:10:24.767134,12.53,16512.0,United Kingdom,889.63
576630,84029E,RED WOOLLY HOTTIE WHITE HEART,86.0,2011-10-20 19:05:03.206196,7.56,12438.0,United Kingdom,650.16
502400,22633,HAND WARMER UNION JACK,95.0,2011-01-25 18:33:59.494068,24.07,12164.0,Germany,2286.65
589437,84029E,RED WOOLLY HOTTIE WHITE HEART,32.0,2009-12-01 12:09:23.349347,5.82,17678.0,Netherlands,186.24
557437,22633,HAND WARMER UNION JACK,72.0,2011-11-11 01:39:23.878811,15.45,15337.0,Netherlands,1112.3999999999999
591855,21730,GLASS STAR FROSTED T-LIGHT HOLDER,41.0,2011-03-24 21:05:20.854985,10.98,15350.0,United Kingdom,450.18
520394,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42.0,2010-10-16 11:16:09.624472,11.56,12987.0,United Kingdom,485.52000000000004
536736,84406B,CREAM CUPID HEARTS COAT HANGER,40.0,2010-01-28 12:56:32.803216,4.59,16177.0,United Kingdom,183.6
515453,22632,HAND WARMER RED POLKA DOT,83.0,2010-04-21 23:17:21.631532,18.87,16214.0,United Kingdom,1566.21
560705,22632,HAND WARMER RED POLKA DOT,42.0,2010-09-25 23:47:59.929404,19.96,17756.0,United Kingdom,838.32
563292,84029E,RED WOOLLY HOTTIE WHITE HEART,37.0,2011-09-08 04:12:09.953917,17.63,13326.0,United Kingdom,652.31
584325,22633,HAND WARMER UNION JACK,56.0,2010-01-16 16:08:00.047063,3.65,15286.0,United Kingdom,204.4
524030,22632,HAND WARMER RED POLKA DOT,55.0,2011-08-21 03:46:45.098539,5.12,14024.0,United Kingdom,281.6
517659,21730,GLASS STAR FROSTED T-LIGHT HOLDER,89.0,2011-04-22 02:22:44.604372,9.09,16593.0,United Kingdom,809.01
562005,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,54.0,2011-03-01 06:56:39.156780,17.82,12193.0,United Kingdom,962.28
599445,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22.0,2010-12-30 05:13:09.606824,3.94,12591.0,Germany,86.67999999999999
531836,22633,HAND WARMER UNION JACK,27.0,2011-11-23 07:08:56.170212,4.68,14489.0,United Kingdom,126.35999999999999
534334,22752,SET 7 BABUSHKA NESTING BOXES,47.0,2010-12-30 20:50:56.770271,21.98,13857.0,Netherlands,1033.06
539065,22632,HAND WARMER RED POLKA DOT,38.0,2010-03-13 02:24:00.847141,8.63,17155.0,United Kingdom,327.94000000000005
527102,20719,WOODLAND CHARLOTTE BAG 16PE,39.0,2010-06-29 10:09:05.700558,16.81,12112.0,France,655.5899999999999
589534,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15.0,2010-04-17 02:56:03.859201,21.54,13317.0,France,323.09999999999997
541875,21730,GLASS STAR FROSTED T-LIGHT HOLDER,66.0,2010-08-10 09:24:11.789391,24.34,13737.0,United Kingdom,1606.44
594485,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,61.0,2011-01-26 11:55:58.564565,5.65,14061.0,Germany,344.65000000000003
504536,22633,HAND WARMER UNION JACK,8.0,2011-01-25 20:18:11.401117,18.65,15668.0,United Kingdom,149.2
531335,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44.0,2011-05-23 08:36:28.449848,5.11,13394.0,United Kingdom,224.84
521657,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,43.0,2011-03-17 08:28:42.521815,14.71,17546.0,United Kingdom,632.5300000000001
571524,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6.0,2010-09-11 03:47:18.984214,13.55,15168.0,United Kingdom,81.30000000000001
565079,21730,GLASS STAR FROSTED T-LIGHT HOLDER,27.0,2010-10-17 22:00:07.765467,16.42,17461.0,United Kingdom,443.34000000000003
591927,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45.0,2010-06-25 03:41:23.184625,21.35,14236.0,United Kingdom,960.7500000000001
542761,20719,WOODLAND CHARLOTTE BAG 16PE,23.0,2011-01-09 01:24:08.965584,7.16,15883.0,United Kingdom,164.68
592963,20719,WOODLAND CHARLOTTE BAG 16PE,81.0,2011-02-02 00:13:50.199039,14.1,15251.0,United Kingdom,1142.1
593929,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13.0,2010-08-17 11:35:38.680262,8.75,17053.0,United Kingdom,113.75
579248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64.0,2010-06-13 20:46:25.684871,15.19,15486.0,United Kingdom,972.16
538861,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25.0,2011-08-24 15:08:16.636925,24.33,13128.0,United Kingdom,608.25
583538,22633,HAND WARMER UNION JACK,52.0,2011-01-16 14:00:47.298754,6.45,12132.0,Germany,335.40000000000003
567606,22752,SET 7 BABUSHKA NESTING BOXES,61.0,2010-09-30 13:12:30.073536,7.78,16220.0,United Kingdom,474.58000000000004
598951,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17.0,2010-08-18 17:07:01.100107,18.96,17130.0,United Kingdom,322.32
566865,20719,WOODLAND CHARLOTTE BAG 16PE,40.0,2011-06-26 00:08:45.227963,21.45,15539.0,United Kingdom,858.0
522314,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,89.0,2011-09-02 04:03:41.668791,0.55,16302.0,Germany,48.95
597631,84406B,CREAM CUPID HEARTS COAT HANGER,69.0,2009-12-01 17:21:59.070497,7.97,15293.0,United Kingdom,549.93
558224,22632,HAND WARMER RED POLKA DOT,85.0,2011-09-08 12:53:09.489165,5.54,12311.0,United Kingdom,470.9
539793,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26.0,2010-02-25 21:42:20.366702,15.66,14429.0,United Kingdom,407.16
501234,71053,WHITE METAL LANTERN,80.0,2011-06-04 08:53:25.020100,7.61,13785.0,United Kingdom,608.8000000000001
526719,22632,HAND WARMER RED POLKA DOT,40.0,2010-11-29 00:43:37.668398,13.52,16391.0,United Kingdom,540.8
587597,84406B,CREAM CUPID HEARTS COAT HANGER,85.0,2011-11-02 10:59:46.939896,21.93,12401.0,Germany,1864.05
538247,84406B,CREAM CUPID HEARTS COAT HANGER,68.0,2011-10-15 14:02:45.898617,9.72,13596.0,United Kingdom,660.96
589308,22633,HAND WARMER UNION JACK,17.0,2011-08-11 02:23:10.018629,24.88,13059.0,Germany,422.96
539647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,41.0,2010-08-09 19:30:36.532993,1.25,17669.0,United Kingdom,51.25
572709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,77.0,2010-10-22 00:59:26.467300,6.35,16167.0,United Kingdom,488.95
550230,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9.0,2011-07-24 15:51:20.419648,2.18,16663.0,United Kingdom,19.62
579823,84406B,CREAM CUPID HEARTS COAT HANGER,70.0,2010-04-16 00:53:05.253456,21.51,15238.0,United Kingdom,1505.7
531563,21730,GLASS STAR FROSTED T-LIGHT HOLDER,91.0,2010-03-28 14:02:28.955779,10.72,13244.0,United Kingdom,975.5200000000001
537386,22632,HAND WARMER RED POLKA DOT,24.0,2010-01-30 23:59:17.642906,20.01,12075.0,United Kingdom,480.24
587422,84406B,CREAM CUPID HEARTS COAT HANGER,73.0,2010-01-04 14:06:51.569761,17.46,13009.0,Germany,1274.5800000000002
538263,71053,WHITE METAL LANTERN,35.0,2010-07-03 21:49:23.937640,1.08,14275.0,France,37.800000000000004
504914,20719,WOODLAND CHARLOTTE BAG 16PE,29.0,2011-12-06 16:25:38.974409,5.58,15808.0,United Kingdom,161.82
587716,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8.0,2011-07-16 09:52:43.015981,17.7,12452.0,Netherlands,141.6
589272,22632,HAND WARMER RED POLKA DOT,17.0,2010-11-27 15:43:51.434454,14.84,12765.0,United Kingdom,252.28
549239,22752,SET 7 BABUSHKA NESTING BOXES,71.0,2011-04-21 09:00:45.533875,17.52,16582.0,United Kingdom,1243.92
555026,22752,SET 7 BABUSHKA NESTING BOXES,12.0,2010-07-04 20:23:58.729287,14.6,14715.0,United Kingdom,175.2
520835,22633,HAND WARMER UNION JACK,79.0,2009-12-25 07:30:40.768702,14.74,13497.0,United Kingdom,1164.46
517472,84029E,RED WOOLLY HOTTIE WHITE HEART,93.0,2010-05-26 20:21:00.829493,23.35,15946.0,United Kingdom,2171.55
579120,22632,HAND WARMER RED POLKA DOT,50.0,2011-06-27 14:21:07.183057,23.07,15732.0,France,1153.5
559582,84029E,RED WOOLLY HOTTIE WHITE HEART,24.0,2010-07-13 00:38:24.225904,1.43,16925.0,Germany,34.32
553912,71053,WHITE METAL LANTERN,37.0,2010-04-05 16:32:42.545347,10.63,14838.0,Germany,393.31
508930,22632,HAND WARMER RED POLKA DOT,11.0,2010-05-30 12:55:08.089028,9.27,12489.0,United Kingdom,101.97
532597,84406B,CREAM CUPID HEARTS COAT HANGER,99.0,2010-04-30 08:44:22.849298,1.71,14423.0,Netherlands,169.29
529947,20719,WOODLAND CHARLOTTE BAG 16PE,81.0,2011-03-11 03:07:38.515540,12.07,13935.0,United Kingdom,977.6700000000001
528526,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,59.0,2011-11-17 13:57:15.513285,24.4,14749.0,United Kingdom,1439.6
527782,20719,WOODLAND CHARLOTTE BAG 16PE,55.0,2010-02-11 15:35:14.677909,2.27,15296.0,United Kingdom,124.85
561450,22633,HAND WARMER UNION JACK,27.0,2011-12-08 10:06:24.743602,20.51,16570.0,United Kingdom,553.7700000000001
520813,21730,GLASS STAR FROSTED T-LIGHT HOLDER,60.0,2010-08-03 21:06:20.154917,14.63,13103.0,United Kingdom,877.8000000000001
596493,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2.0,2010-03-27 03:18:30.814785,9.98,17805.0,Australia,19.96
517264,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,68.0,2010-10-13 19:00:49.063633,9.05,13599.0,United Kingdom,615.4000000000001
595651,22752,SET 7 BABUSHKA NESTING BOXES,18.0,2010-04-12 03:06:22.272771,21.83,15281.0,United Kingdom,392.93999999999994
597733,22632,HAND WARMER RED POLKA DOT,20.0,2010-03-02 09:22:38.603784,24.35,17291.0,United Kingdom,487.0
510547,84406B,CREAM CUPID HEARTS COAT HANGER,85.0,2009-12-26 11:17:51.281498,9.97,15160.0,United Kingdom,847.45
563046,22633,HAND WARMER UNION JACK,63.0,2010-11-02 13:06:59.688204,16.19,15945.0,United Kingdom,1019.97
524334,21730,GLASS STAR FROSTED T-LIGHT HOLDER,78.0,2010-09-09 22:15:56.564369,14.13,12225.0,United Kingdom,1102.14
593332,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,72.0,2011-08-19 10:05:59.329346,2.38,16803.0,United Kingdom,171.35999999999999
555889,84406B,CREAM CUPID HEARTS COAT HANGER,90.0,2011-10-08 08:22:55.193646,19.45,16149.0,United Kingdom,1750.5
594729,21730,GLASS STAR FROSTED T-LIGHT HOLDER,83.0,2009-12-21 23:37:33.044416,10.17,14243.0,United Kingdom,844.11
537804,20719,WOODLAND CHARLOTTE BAG 16PE,42.0,2011-06-08 17:05:19.443082,8.04,17848.0,United Kingdom,337.67999999999995
541399,22632,HAND WARMER RED POLKA DOT,28.0,2011-08-29 09:45:22.502206,24.65,14892.0,United Kingdom,690.1999999999999
558229,84406B,CREAM CUPID HEARTS COAT HANGER,69.0,2010-12-25 12:20:15.648593,7.09,17549.0,United Kingdom,489.21
524873,20719,WOODLAND CHARLOTTE BAG 16PE,28.0,2011-05-07 19:13:48.434160,21.49,12578.0,United Kingdom,601.7199999999999
506513,22633,HAND WARMER UNION JACK,90.0,2011-04-11 04:08:46.639866,14.81,16595.0,United Kingdom,1332.9
527432,84406B,CREAM CUPID HEARTS COAT HANGER,5.0,2011-05-05 04:42:39.780370,1.69,14671.0,Germany,8.45
599197,22633,HAND WARMER UNION JACK,15.0,2010-09-03 04:45:29.208745,23.05,16301.0,United Kingdom,345.75
572936,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,73.0,2011-05-30 17:44:42.968918,3.85,14927.0,United Kingdom,281.05
532891,22752,SET 7 BABUSHKA NESTING BOXES,32.0,2010-03-02 19:47:50.046082,5.73,17256.0,United Kingdom,183.36
549399,20719,WOODLAND CHARLOTTE BAG 16PE,52.0,2010-07-23 08:58:46.934013,4.34,12278.0,United Kingdom,225.68
534173,22633,HAND WARMER UNION JACK,37.0,2009-12-16 20:19:27.643886,20.51,16772.0,Germany,758.87
583049,22632,HAND WARMER RED POLKA DOT,15.0,2011-09-16 22:20:10.706932,7.04,12940.0,United Kingdom,105.6
591585,21730,GLASS STAR FROSTED T-LIGHT HOLDER,53.0,2009-12-24 15:52:53.605255,24.55,17347.0,United Kingdom,1301.15
531856,20719,WOODLAND CHARLOTTE BAG 16PE,84.0,2010-11-29 12:53:01.017746,0.77,17389.0,United Kingdom,64.68
555865,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27.0,2010-07-22 22:33:35.491714,12.85,17939.0,Netherlands,346.95
535295,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21.0,2011-07-09 11:09:39.939209,16.9,13783.0,United Kingdom,354.9
581873,84406B,CREAM CUPID HEARTS COAT HANGER,60.0,2010-05-19 11:12:46.310422,20.26,13875.0,United Kingdom,1215.6000000000001
543786,21730,GLASS STAR FROSTED T-LIGHT HOLDER,64.0,2009-12-08 03:55:38.797921,2.32,15226.0,France,148.48
570557,84406B,CREAM CUPID HEARTS COAT HANGER,71.0,2011-05-08 03:54:47.969408,11.82,15728.0,United Kingdom,839.22
583838,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47.0,2011-05-09 18:07:09.924502,2.43,12985.0,United Kingdom,114.21000000000001
541298,20719,WOODLAND CHARLOTTE BAG 16PE,54.0,2011-07-15 13:02:20.131385,15.69,14819.0,France,847.26
531919,22632,HAND WARMER RED POLKA DOT,31.0,2011-03-23 19:02:22.249240,2.39,15970.0,United Kingdom,74.09
569233,21730,GLASS STAR FROSTED T-LIGHT HOLDER,50.0,2011-10-05 09:10:47.004608,8.0,12424.0,Spain,400.0
536601,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7.0,2010-04-18 18:52:37.721345,23.5,14105.0,United Kingdom,164.5
504450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,83.0,2011-10-13 18:37:48.222374,17.89,14470.0,United Kingdom,1484.8700000000001
587107,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28.0,2010-04-09 10:51:01.711932,0.6,17894.0,United Kingdom,16.8
516629,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10.0,2011-05-04 20:01:40.245122,7.48,15794.0,United Kingdom,74.80000000000001
580633,20719,WOODLAND CHARLOTTE BAG 16PE,13.0,2011-06-13 20:23:24.843612,7.71,13683.0,United Kingdom,100.23
572572,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,84.0,2010-05-09 08:04:59.323463,20.2,16061.0,France,1696.8
554455,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,60.0,2010-04-04 09:17:08.218452,22.79,16051.0,United Kingdom,1367.3999999999999
528883,21730,GLASS STAR FROSTED T-LIGHT HOLDER,69.0,2010-07-10 17:04:03.200313,21.63,16161.0,United Kingdom,1492.47
511800,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63.0,2010-08-25 01:56:28.920482,18.33,16910.0,United Kingdom,1154.79
562459,22632,HAND WARMER RED POLKA DOT,70.0,2011-09-20 07:57:30.338268,13.68,13174.0,United Kingdom,957.6
541808,71053,WHITE METAL LANTERN,65.0,2010-11-21 10:22:47.428179,23.72,13809.0,United Kingdom,1541.8
563469,71053,WHITE METAL LANTERN,99.0,2009-12-08 09:08:14.519070,22.49,12436.0,United Kingdom,2226.5099999999998
591620,22633,HAND WARMER UNION JACK,67.0,2010-02-28 07:00:53.299343,5.45,16885.0,United Kingdom,365.15000000000003
500334,85123A,WHITE HANGING HEART T-LIGHT HOLDER,54.0,2010-05-20 20:12:32.544367,5.59,12234.0,United Kingdom,301.86
528617,22632,HAND WARMER RED POLKA DOT,71.0,2011-01-22 22:50:15.119129,10.25,16770.0,France,727.75
535334,22752,SET 7 BABUSHKA NESTING BOXES,75.0,2010-12-23 11:42:42.251201,19.18,17022.0,United Kingdom,1438.5
511878,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18.0,2011-04-14 17:14:30.085302,1.14,15575.0,United Kingdom,20.52
599634,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.0,2011-09-07 03:53:23.255221,11.03,16856.0,United Kingdom,44.12
567309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11.0,2010-04-10 11:09:48.410628,12.5,14474.0,Germany,137.5
590011,84406B,CREAM CUPID HEARTS COAT HANGER,6.0,2010-02-19 00:43:29.196980,17.41,12226.0,United Kingdom,104.46000000000001
503753,20719,WOODLAND CHARLOTTE BAG 16PE,51.0,2010-03-17 12:20:07.177174,19.02,17872.0,United Kingdom,970.02
537274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,58.0,2010-06-18 06:42:32.014903,3.46,14610.0,United Kingdom,200.68
514646,84406B,CREAM CUPID HEARTS COAT HANGER,18.0,2011-08-11 21:29:20.996176,18.25,16801.0,United Kingdom,328.5
506630,85123A,WHITE HANGING HEART T-LIGHT HOLDER,79.0,2011-10-19 06:36:53.158152,1.84,13815.0,United Kingdom,145.36
591809,84406B,CREAM CUPID HEARTS COAT HANGER,34.0,2010-05-25 14:49:38.409648,22.81,13410.0,France,775.54
537532,22752,SET 7 BABUSHKA NESTING BOXES,30.0,2010-09-05 17:32:25.955485,8.08,16764.0,France,242.4
555788,22632,HAND WARMER RED POLKA DOT,19.0,2011-09-20 14:54:17.966467,16.1,15379.0,United Kingdom,305.90000000000003
593255,22752,SET 7 BABUSHKA NESTING BOXES,9.0,2010-03-25 09:37:45.045592,7.53,13845.0,United Kingdom,67.77
591212,71053,WHITE METAL LANTERN,40.0,2010-01-22 23:13:15.960388,3.22,13337.0,Germany,128.8
532813,71053,WHITE METAL LANTERN,44.0,2010-09-08 01:06:46.981076,24.77,17420.0,United Kingdom,1089.8799999999999
543812,22633,HAND WARMER UNION JACK,95.0,2010-10-14 14:07:00.041180,4.82,12117.0,Australia,457.90000000000003
519190,22633,HAND WARMER UNION JACK,59.0,2010-02-18 21:15:05.382880,5.12,13868.0,Germany,302.08
575266,22752,SET 7 BABUSHKA NESTING BOXES,91.0,2011-03-15 23:28:56.287871,21.13,14097.0,United Kingdom,1922.83
519167,21730,GLASS STAR FROSTED T-LIGHT HOLDER,71.0,2010-09-02 13:07:42.045298,24.46,13587.0,United Kingdom,1736.66
523510,85123A,WHITE HANGING HEART T-LIGHT HOLDER,53.0,2011-02-03 02:16:48.804784,2.26,15252.0,United Kingdom,119.77999999999999
571786,22632,HAND WARMER RED POLKA DOT,84.0,2011-01-11 02:01:42.362976,15.0,13526.0,Netherlands,1260.0
549849,22633,HAND WARMER UNION JACK,49.0,2010-11-03 22:06:45.922149,4.38,13269.0,United Kingdom,214.62
573502,21730,GLASS STAR FROSTED T-LIGHT HOLDER,43.0,2011-09-24 21:22:00.482400,17.73,12601.0,United Kingdom,762.39
514833,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19.0,2010-06-17 13:20:32.944406,16.88,15614.0,United Kingdom,320.71999999999997
574758,84406B,CREAM CUPID HEARTS COAT HANGER,66.0,2010-10-17 23:44:19.672516,2.7,14149.0,Spain,178.20000000000002
517208,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34.0,2010-02-07 17:48:31.697225,23.33,15301.0,United Kingdom,793.2199999999999
566514,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,81.0,2011-06-18 04:35:19.266594,6.74,12387.0,United Kingdom,545.94
558647,20719,WOODLAND CHARLOTTE BAG 16PE,88.0,2010-09-20 22:14:06.435925,22.24,15680.0,United Kingdom,1957.12
511988,20719,WOODLAND CHARLOTTE BAG 16PE,73.0,2010-08-11 23:36:33.744484,23.11,13602.0,United Kingdom,1687.03
567260,22633,HAND WARMER UNION JACK,54.0,2011-10-17 02:30:55.946661,12.51,17823.0,United Kingdom,675.54
559882,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2011-10-14 05:02:59.664673,10.59,15282.0,United Kingdom,10.59
578789,71053,WHITE METAL LANTERN,55.0,2011-07-09 18:06:27.567408,20.28,16434.0,United Kingdom,1115.4
516031,21730,GLASS STAR FROSTED T-LIGHT HOLDER,85.0,2011-07-03 23:10:35.003431,15.74,15833.0,United Kingdom,1337.9
523372,84406B,CREAM CUPID HEARTS COAT HANGER,15.0,2010-09-23 12:45:15.089714,14.39,13305.0,United Kingdom,215.85000000000002
514817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23.0,2010-02-16 06:43:56.729091,6.6,17247.0,France,151.79999999999998
524439,21730,GLASS STAR FROSTED T-LIGHT HOLDER,66.0,2011-03-04 11:21:23.066967,10.85,15655.0,United Kingdom,716.1
503217,20719,WOODLAND CHARLOTTE BAG 16PE,66.0,2010-11-13 20:01:57.187959,9.29,14991.0,United Kingdom,613.14
513353,22752,SET 7 BABUSHKA NESTING BOXES,64.0,2010-03-29 21:18:03.282674,4.45,13922.0,United Kingdom,284.8
569765,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44.0,2010-05-24 14:30:51.710952,22.28,16029.0,France,980.32
523354,22752,SET 7 BABUSHKA NESTING BOXES,29.0,2011-10-25 18:54:44.792626,3.19,15063.0,United Kingdom,92.51
